    louvainCommunity  numSessions  numBuyers  numItems  numBoughtItems  communitySize  buyerRatio  boughtItemRatio
              626            2          0         1               0              3    0.000000         0.000000
              627            2          0         1               0              3    0.000000         0.000000
              628            1          0         2               0              3    0.000000         0.000000
              629            1          0         2               0              3    0.000000         0.000000
              630            1          0         2               0              3    0.000000         0.000000
              631            2          0         1               0              3    0.000000         0.000000
              632            2          0         1               0              3    0.000000         0.000000
              633            1          0         2               0              3    0.000000         0.000000
              634            2          0         1               0              3    0.000000         0.000000
              635            1          0         2               0              3    0.000000         0.000000
              636            2          0         1               0              3    0.000000         0.000000
              637            2          0         1               0              3    0.000000         0.000000
              638            1          0         2               0              3    0.000000         0.000000
              639            2          0         1               0              3    0.000000         0.000000
              640            1          0         2               0              3    0.000000         0.000000
              641            2          0         1               0              3    0.000000         0.000000
              642            1          0         2               0              3    0.000000         0.000000
              643            1          0         2               0              3    0.000000         0.000000
              644            2          0         1               0              3    0.000000         0.000000
              645            2          0         1               0              3    0.000000         0.000000
              646            1          0         2               0              3    0.000000         0.000000
              647            2          0         1               0              3    0.000000         0.000000
              648            2          0         1               0              3    0.000000         0.000000
              649            1          0         2               0              3    0.000000         0.000000
              650            1          0         2               0              3    0.000000         0.000000
              651            2          0         1               0              3    0.000000         0.000000
              652            2          0         1               0              3    0.000000         0.000000
              653            2          0         1               0              3    0.000000         0.000000
              654            2          0         1               0              3    0.000000         0.000000
              655            2          0         1               0              3    0.000000         0.000000
              656            2          0         1               0              3    0.000000         0.000000
              657            2          0         1               0              3    0.000000         0.000000
              658            1          0         2               0              3    0.000000         0.000000
              659            1          0         2               0              3    0.000000         0.000000
              660            1          0         2               0              3    0.000000         0.000000
              661            2          0         1               0              3    0.000000         0.000000
              662            2          0         1               0              3    0.000000         0.000000
              663            2          0         1               0              3    0.000000         0.000000
              664            2          0         1               0              3    0.000000         0.000000
              665            2          0         1               0              3    0.000000         0.000000
              666            2          0         1               0              3    0.000000         0.000000
              667            1          0         2               0              3    0.000000         0.000000
              668            2          0         1               0              3    0.000000         0.000000
              669            2          0         1               0              3    0.000000         0.000000
              670            2          0         1               0              3    0.000000         0.000000
              671            2          0         1               0              3    0.000000         0.000000
              672            2          0         1               0              3    0.000000         0.000000
              673            2          0         1               0              3    0.000000         0.000000
              674            2          0         1               0              3    0.000000         0.000000
              675            2          0         1               0              3    0.000000         0.000000
              676            2          0         1               0              3    0.000000         0.000000
              677            2          0         1               0              3    0.000000         0.000000
              678            2          0         1               0              3    0.000000         0.000000
              679            2          0         1               0              3    0.000000         0.000000
              680            2          0         1               0              3    0.000000         0.000000
              681            2          0         1               0              3    0.000000         0.000000
              682            2          0         1               0              3    0.000000         0.000000
              683            2          0         1               0              3    0.000000         0.000000
              684            2          0         1               0              3    0.000000         0.000000
              685            2          0         1               0              3    0.000000         0.000000
              686            2          0         1               0              3    0.000000         0.000000
              687            2          0         1               0              3    0.000000         0.000000
              688            2          0         1               0              3    0.000000         0.000000
              689            2          0         1               0              3    0.000000         0.000000
              690            2          0         1               0              3    0.000000         0.000000
              691            2          0         1               0              3    0.000000         0.000000
              692            2          0         1               0              3    0.000000         0.000000
              693            2          0         1               0              3    0.000000         0.000000
              694            2          0         1               0              3    0.000000         0.000000
              695            2          0         1               0              3    0.000000         0.000000
              696            2          0         1               0              3    0.000000         0.000000
              697            2          0         1               0              3    0.000000         0.000000
              698            2          0         1               0              3    0.000000         0.000000
              699            2          0         1               0              3    0.000000         0.000000
              700            2          0         1               0              3    0.000000         0.000000
              701            2          0         1               0              3    0.000000         0.000000
              702            1          0         2               0              3    0.000000         0.000000
              703            1          0         2               0              3    0.000000         0.000000
              704            2          0         1               0              3    0.000000         0.000000
              705            2          0         1               0              3    0.000000         0.000000
              706            2          0         1               0              3    0.000000         0.000000
              707            2          0         1               0              3    0.000000         0.000000
              708            1          0         2               0              3    0.000000         0.000000
              709            2          0         1               0              3    0.000000         0.000000
              710            2          0         1               0              3    0.000000         0.000000
              711            2          0         1               0              3    0.000000         0.000000
              712            2          0         1               0              3    0.000000         0.000000
              713            2          0         1               0              3    0.000000         0.000000
              714            2          0         1               0              3    0.000000         0.000000
              715            2          0         1               0              3    0.000000         0.000000
              716            2          0         1               0              3    0.000000         0.000000
              717            2          0         1               0              3    0.000000         0.000000
              718            2          0         1               0              3    0.000000         0.000000
              719            2          0         1               0              3    0.000000         0.000000
              720            2          0         1               0              3    0.000000         0.000000
              721            2          0         1               0              3    0.000000         0.000000
              722            2          0         1               0              3    0.000000         0.000000
              723            2          0         1               0              3    0.000000         0.000000
              724            2          0         1               0              3    0.000000         0.000000
              725            2          0         1               0              3    0.000000         0.000000
              726            2          0         1               0              3    0.000000         0.000000
              727            1          0         2               0              3    0.000000         0.000000
              728            2          0         1               0              3    0.000000         0.000000
              729            1          0         2               0              3    0.000000         0.000000
              730            2          0         1               0              3    0.000000         0.000000
              731            2          0         1               0              3    0.000000         0.000000
              732            2          0         1               0              3    0.000000         0.000000
              733            1          0         2               0              3    0.000000         0.000000
              734            2          0         1               0              3    0.000000         0.000000
              735            1          0         2               0              3    0.000000         0.000000
              736            2          0         1               0              3    0.000000         0.000000
              737            2          0         1               0              3    0.000000         0.000000
              738            2          0         1               0              3    0.000000         0.000000
              739            2          0         1               0              3    0.000000         0.000000
              740            2          0         1               0              3    0.000000         0.000000
              741            2          0         1               0              3    0.000000         0.000000
              742            2          0         1               0              3    0.000000         0.000000
              743            2          0         1               0              3    0.000000         0.000000
              744            2          0         1               0              3    0.000000         0.000000
              745            2          0         1               0              3    0.000000         0.000000
              746            2          0         1               0              3    0.000000         0.000000
              747            2          0         1               0              3    0.000000         0.000000
              748            2          0         1               0              3    0.000000         0.000000
              749            2          0         1               0              3    0.000000         0.000000
              750            2          0         1               0              3    0.000000         0.000000
              751            2          0         1               0              3    0.000000         0.000000
              752            2          0         1               0              3    0.000000         0.000000
              753            2          0         1               0              3    0.000000         0.000000
              754            2          0         1               0              3    0.000000         0.000000
              755            2          0         1               0              3    0.000000         0.000000
              756            2          0         1               0              3    0.000000         0.000000
              757            1          0         2               0              3    0.000000         0.000000
              758            2          0         1               0              3    0.000000         0.000000
              759            2          0         1               0              3    0.000000         0.000000
              760            1          0         2               0              3    0.000000         0.000000
              761            1          0         2               0              3    0.000000         0.000000
              762            2          0         1               0              3    0.000000         0.000000
              763            2          0         1               0              3    0.000000         0.000000
              764            2          0         1               0              3    0.000000         0.000000
              765            2          0         1               0              3    0.000000         0.000000
              766            2          0         1               0              3    0.000000         0.000000
              767            2          0         1               0              3    0.000000         0.000000
              768            2          0         1               0              3    0.000000         0.000000
              769            2          0         1               0              3    0.000000         0.000000
              770            1          0         2               0              3    0.000000         0.000000
              771            2          0         1               0              3    0.000000         0.000000
              772            1          0         2               0              3    0.000000         0.000000
              773            2          0         1               0              3    0.000000         0.000000
              774            1          0         2               0              3    0.000000         0.000000
              775            2          0         1               0              3    0.000000         0.000000
              776            1          0         2               0              3    0.000000         0.000000
              777            2          0         1               0              3    0.000000         0.000000
              778            1          0         2               0              3    0.000000         0.000000
              779            1          0         2               0              3    0.000000         0.000000
              780            2          0         1               0              3    0.000000         0.000000
              781            2          0         1               0              3    0.000000         0.000000
              782            2          0         1               0              3    0.000000         0.000000
              783            2          0         1               0              3    0.000000         0.000000
              784            2          0         1               0              3    0.000000         0.000000
              785            2          0         1               0              3    0.000000         0.000000
              786            2          0         1               0              3    0.000000         0.000000
              787            2          0         1               0              3    0.000000         0.000000
              788            1          0         2               0              3    0.000000         0.000000
              789            2          0         1               0              3    0.000000         0.000000
              790            2          0         1               0              3    0.000000         0.000000
              791            2          0         1               0              3    0.000000         0.000000
              792            2          0         1               0              3    0.000000         0.000000
              793            2          0         1               0              3    0.000000         0.000000
              794            1          0         2               0              3    0.000000         0.000000
              795            2          0         1               0              3    0.000000         0.000000
              796            2          0         1               0              3    0.000000         0.000000
              797            1          0         2               0              3    0.000000         0.000000
              798            1          0         2               0              3    0.000000         0.000000
              799            2          0         1               0              3    0.000000         0.000000
              800            1          0         2               0              3    0.000000         0.000000
              801            2          0         1               0              3    0.000000         0.000000
              802            1          0         2               0              3    0.000000         0.000000
              803            1          0         2               0              3    0.000000         0.000000
              804            2          0         1               0              3    0.000000         0.000000
              805            1          0         2               0              3    0.000000         0.000000
              806            2          0         1               0              3    0.000000         0.000000
              807            1          0         2               0              3    0.000000         0.000000
              808            2          0         1               0              3    0.000000         0.000000
              809            2          0         1               0              3    0.000000         0.000000
              810            2          0         1               0              3    0.000000         0.000000
              811            2          0         1               0              3    0.000000         0.000000
              812            2          0         1               0              3    0.000000         0.000000
              813            2          0         1               0              3    0.000000         0.000000
              814            2          0         1               0              3    0.000000         0.000000
              815            1          0         2               0              3    0.000000         0.000000
              816            1          0         2               0              3    0.000000         0.000000
              817            1          0         2               0              3    0.000000         0.000000
              818            2          0         1               0              3    0.000000         0.000000
              819            2          0         1               0              3    0.000000         0.000000
              820            2          0         1               0              3    0.000000         0.000000
              821            2          0         1               0              3    0.000000         0.000000
              822            1          0         2               0              3    0.000000         0.000000
              823            1          0         2               0              3    0.000000         0.000000
              824            1          0         2               0              3    0.000000         0.000000
              825            1          0         2               0              3    0.000000         0.000000
              826            2          0         1               0              3    0.000000         0.000000
              827            1          0         2               0              3    0.000000         0.000000
              828            2          0         1               0              3    0.000000         0.000000
              829            2          0         1               0              3    0.000000         0.000000
              830            1          0         2               0              3    0.000000         0.000000
              831            2          0         1               0              3    0.000000         0.000000
              832            2          0         1               0              3    0.000000         0.000000
              833            2          0         1               0              3    0.000000         0.000000
              834            2          0         1               0              3    0.000000         0.000000
              835            2          0         1               0              3    0.000000         0.000000
              836            2          0         1               0              3    0.000000         0.000000
              837            1          0         2               0              3    0.000000         0.000000
              838            1          0         2               0              3    0.000000         0.000000
              839            2          0         1               0              3    0.000000         0.000000
              840            2          0         1               0              3    0.000000         0.000000
              841            1          0         2               0              3    0.000000         0.000000
              842            2          0         1               0              3    0.000000         0.000000
              843            2          0         1               0              3    0.000000         0.000000
              844            2          0         1               0              3    0.000000         0.000000
              845            2          0         1               0              3    0.000000         0.000000
              846            1          0         2               0              3    0.000000         0.000000
              847            2          0         1               0              3    0.000000         0.000000
              848            2          0         1               0              3    0.000000         0.000000
              849            2          0         1               0              3    0.000000         0.000000
              850            2          0         1               0              3    0.000000         0.000000
              851            2          0         1               0              3    0.000000         0.000000
              852            2          0         1               0              3    0.000000         0.000000
              853            2          0         1               0              3    0.000000         0.000000
              854            2          0         1               0              3    0.000000         0.000000
              855            2          0         1               0              3    0.000000         0.000000
              856            2          0         1               0              3    0.000000         0.000000
              857            2          0         1               0              3    0.000000         0.000000
              858            1          0         2               0              3    0.000000         0.000000
              859            2          0         1               0              3    0.000000         0.000000
              860            2          0         1               0              3    0.000000         0.000000
              861            2          0         1               0              3    0.000000         0.000000
              862            2          0         1               0              3    0.000000         0.000000
              863            2          0         1               0              3    0.000000         0.000000
              864            2          0         1               0              3    0.000000         0.000000
              865            1          0         2               0              3    0.000000         0.000000
              866            1          0         2               0              3    0.000000         0.000000
              867            2          0         1               0              3    0.000000         0.000000
              868            1          0         2               0              3    0.000000         0.000000
              869            1          0         2               0              3    0.000000         0.000000
              870            2          0         1               0              3    0.000000         0.000000
              871            2          0         1               0              3    0.000000         0.000000
              872            2          0         1               0              3    0.000000         0.000000
              873            2          0         1               0              3    0.000000         0.000000
              874            2          0         1               0              3    0.000000         0.000000
              875            2          0         1               0              3    0.000000         0.000000
              876            2          0         1               0              3    0.000000         0.000000
              877            2          0         1               0              3    0.000000         0.000000
              878            2          0         1               0              3    0.000000         0.000000
              879            2          0         1               0              3    0.000000         0.000000
              880            2          0         1               0              3    0.000000         0.000000
              881            2          0         1               0              3    0.000000         0.000000
              882            1          0         2               0              3    0.000000         0.000000
              883            2          0         1               0              3    0.000000         0.000000
              884            1          0         2               0              3    0.000000         0.000000
              885            2          0         1               0              3    0.000000         0.000000
              886            2          0         1               0              3    0.000000         0.000000
              887            2          0         1               0              3    0.000000         0.000000
              888            2          0         1               0              3    0.000000         0.000000
              889            2          0         1               0              3    0.000000         0.000000
              890            2          0         1               0              3    0.000000         0.000000
              891            2          0         1               0              3    0.000000         0.000000
              892            2          0         1               0              3    0.000000         0.000000
              893            1          0         2               0              3    0.000000         0.000000
              894            2          0         1               0              3    0.000000         0.000000
              895            2          0         1               0              3    0.000000         0.000000
              896            2          0         1               0              3    0.000000         0.000000
              897            2          0         1               0              3    0.000000         0.000000
              898            2          0         1               0              3    0.000000         0.000000
              899            2          0         1               0              3    0.000000         0.000000
              900            1          0         2               0              3    0.000000         0.000000
              901            2          0         1               0              3    0.000000         0.000000
              902            2          1         1               1              3    0.500000         1.000000
              903            1          0         1               0              2    0.000000         0.000000
              904            1          0         1               0              2    0.000000         0.000000
              905            1          0         1               0              2    0.000000         0.000000
              906            1          0         1               0              2    0.000000         0.000000
              907            1          0         1               0              2    0.000000         0.000000
              908            1          0         1               0              2    0.000000         0.000000
              909            1          0         1               0              2    0.000000         0.000000
              910            1          0         1               0              2    0.000000         0.000000
              911            1          0         1               0              2    0.000000         0.000000
              912            1          0         1               0              2    0.000000         0.000000
              913            1          0         1               0              2    0.000000         0.000000
              914            1          0         1               0              2    0.000000         0.000000
              915            1          0         1               0              2    0.000000         0.000000
              916            1          0         1               0              2    0.000000         0.000000
              917            1          0         1               0              2    0.000000         0.000000
              918            1          0         1               0              2    0.000000         0.000000
              919            1          0         1               0              2    0.000000         0.000000
              920            1          0         1               0              2    0.000000         0.000000
              921            1          0         1               0              2    0.000000         0.000000
              922            1          0         1               0              2    0.000000         0.000000
              923            1          0         1               0              2    0.000000         0.000000
              924            1          0         1               0              2    0.000000         0.000000
              925            1          0         1               0              2    0.000000         0.000000
              926            1          0         1               0              2    0.000000         0.000000
              927            1          0         1               0              2    0.000000         0.000000
              928            1          0         1               0              2    0.000000         0.000000
              929            1          0         1               0              2    0.000000         0.000000
              930            1          0         1               0              2    0.000000         0.000000
              931            1          0         1               0              2    0.000000         0.000000
              932            1          0         1               0              2    0.000000         0.000000
              933            1          0         1               0              2    0.000000         0.000000
              934            1          0         1               0              2    0.000000         0.000000
              935            1          0         1               0              2    0.000000         0.000000
              936            1          0         1               0              2    0.000000         0.000000
              937            1          0         1               0              2    0.000000         0.000000
              938            1          0         1               0              2    0.000000         0.000000
              939            1          0         1               0              2    0.000000         0.000000
              940            1          0         1               0              2    0.000000         0.000000
              941            1          0         1               0              2    0.000000         0.000000
              942            1          0         1               0              2    0.000000         0.000000
              943            1          0         1               0              2    0.000000         0.000000
              944            1          0         1               0              2    0.000000         0.000000
              945            1          0         1               0              2    0.000000         0.000000
              946            1          0         1               0              2    0.000000         0.000000
              947            1          0         1               0              2    0.000000         0.000000
              948            1          0         1               0              2    0.000000         0.000000
              949            1          0         1               0              2    0.000000         0.000000
              950            1          0         1               0              2    0.000000         0.000000
              951            1          0         1               0              2    0.000000         0.000000
              952            1          0         1               0              2    0.000000         0.000000
              953            1          0         1               0              2    0.000000         0.000000
              954            1          0         1               0              2    0.000000         0.000000
              955            1          0         1               0              2    0.000000         0.000000
              956            1          0         1               0              2    0.000000         0.000000
              957            1          0         1               0              2    0.000000         0.000000
              958            1          0         1               0              2    0.000000         0.000000
              959            1          0         1               0              2    0.000000         0.000000
              960            1          0         1               0              2    0.000000         0.000000
              961            1          0         1               0              2    0.000000         0.000000
              962            1          0         1               0              2    0.000000         0.000000
              963            1          0         1               0              2    0.000000         0.000000
              964            1          0         1               0              2    0.000000         0.000000
              965            1          0         1               0              2    0.000000         0.000000
              966            1          0         1               0              2    0.000000         0.000000
              967            1          0         1               0              2    0.000000         0.000000
              968            1          0         1               0              2    0.000000         0.000000
              969            1          0         1               0              2    0.000000         0.000000
              970            1          0         1               0              2    0.000000         0.000000
              971            1          0         1               0              2    0.000000         0.000000
              972            1          0         1               0              2    0.000000         0.000000
              973            1          0         1               0              2    0.000000         0.000000
              974            1          0         1               0              2    0.000000         0.000000
              975            1          0         1               0              2    0.000000         0.000000
              976            1          0         1               0              2    0.000000         0.000000
              977            1          0         1               0              2    0.000000         0.000000
              978            1          0         1               0              2    0.000000         0.000000
              979            1          0         1               0              2    0.000000         0.000000
              980            1          0         1               0              2    0.000000         0.000000
              981            1          0         1               0              2    0.000000         0.000000
              982            1          0         1               0              2    0.000000         0.000000
              983            1          0         1               0              2    0.000000         0.000000
              984            1          0         1               0              2    0.000000         0.000000
              985            1          0         1               0              2    0.000000         0.000000
              986            1          0         1               0              2    0.000000         0.000000
              987            1          0         1               0              2    0.000000         0.000000
              988            1          0         1               0              2    0.000000         0.000000
              989            1          0         1               0              2    0.000000         0.000000
              990            1          0         1               0              2    0.000000         0.000000
              991            1          0         1               0              2    0.000000         0.000000
              992            1          0         1               0              2    0.000000         0.000000
              993            1          0         1               0              2    0.000000         0.000000
              994            1          0         1               0              2    0.000000         0.000000
              995            1          0         1               0              2    0.000000         0.000000
              996            1          0         1               0              2    0.000000         0.000000
              997            1          0         1               0              2    0.000000         0.000000
              998            1          0         1               0              2    0.000000         0.000000
              999            1          0         1               0              2    0.000000         0.000000
             1000            1          0         1               0              2    0.000000         0.000000
             1001            1          0         1               0              2    0.000000         0.000000
             1002            1          0         1               0              2    0.000000         0.000000
             1003            1          0         1               0              2    0.000000         0.000000
             1004            1          0         1               0              2    0.000000         0.000000
             1005            1          0         1               0              2    0.000000         0.000000
             1006            1          0         1               0              2    0.000000         0.000000
             1007            1          0         1               0              2    0.000000         0.000000
             1008            1          0         1               0              2    0.000000         0.000000
             1009            1          0         1               0              2    0.000000         0.000000
             1010            1          0         1               0              2    0.000000         0.000000
             1011            1          0         1               0              2    0.000000         0.000000
             1012            1          0         1               0              2    0.000000         0.000000
             1013            1          0         1               0              2    0.000000         0.000000
             1014            1          0         1               0              2    0.000000         0.000000
             1015            1          0         1               0              2    0.000000         0.000000
             1016            1          0         1               0              2    0.000000         0.000000
             1017            1          0         1               0              2    0.000000         0.000000
             1018            1          0         1               0              2    0.000000         0.000000
             1019            1          0         1               0              2    0.000000         0.000000
             1020            1          0         1               0              2    0.000000         0.000000
             1021            1          0         1               0              2    0.000000         0.000000
             1022            1          0         1               0              2    0.000000         0.000000
             1023            1          0         1               0              2    0.000000         0.000000
             1024            1          0         1               0              2    0.000000         0.000000
             1025            1          0         1               0              2    0.000000         0.000000
             1026            1          0         1               0              2    0.000000         0.000000
             1027            1          0         1               0              2    0.000000         0.000000
